,,,
"El Fasher","ELF","El Fasher","Sudan"
,,,
"El Golea","ELG","El Golea","Algeria"
,,,
"El Gouera","ZLG","El Gouera","Mauritania"
,,,
"El Maiten","EMX","El Maiten","Argentina"
,,,
"El Minya","EMY","El Minya","Egypt"
,,,
"El Monte","EMT","El Monte","United States"
,,,
"El Naranjo","ENJ","El Naranjo","Guatemala"
,,,
"El Nido","ENI","El Nido","Philippines"
,,,
"El Obeid","EBD","El Obeid","Sudan"
,,,
"El Oued","ELU","Guemar","Algeria"
,,,
"City name","Airport Code",,"Country name"
,,,
"El Palomar","EPA","El Palomar","Argentina"
,,,
"El Paso","BIF","Biggs AAF","United States"
,,,
"El Paso","ELP","International","United States"
,,,
"El Portillo/samana","EPS","El Portillo","Dominican Republic"
,,,
"El Porvenir","PVE","El Porvenir","Panama"
,,,
"El Real","ELE","El Real","Panama"
,,,
"El Recreo","ELJ","El Recreo","Colombia"
,,,
"El Salvador","ESR","El Salvador","Chile"
,,,
"El Tigre","ELX","El Tigre","Venezuela"
,,,
"El Vigia","VIG","El Vigia","Venezuela"
,,,
"El Yopal","EYP","El Yopal","Colombia"
,,,
"Elat","ETH","Elat","Israel"
,,,
"Elazig","EZS","Elazig","Turkey"
,,,
"Elba Island","EBA","Marina Di Campo","Italy"
,,,
"Elcho Island","ELC","Elcho Island","Australia"
,,,
"Eldebba","EDB","Eldebba","Sudan"
,,,
"City name","Airport Code",,"Country name"
,,,
"Eldorado","ELO","Eldorado","Argentina"
,,,
"Eldoret","EDL","Eldoret","Kenya"
,,,
"Eldred Rock","ERO","Coast Guard","United States"
,,,
"Elelim","ELR","Elelim","Indonesia"
,,,
"Elfin Cove","ELV","Elfin Cove SPB","United States"
,,,
"Elim","ELI","Elim","United States"
,,,
"Eliptamin","EPT","Eliptamin","Papua New Guinea"
,,,
"Elista","ESL","Elista","Russian Federation"
,,,
"Eliye Springs","EYS","Eliye Springs","Kenya"
,,,
"Elizabeth City","ECG","Elizabeth City","United States"
,,,
"Elizabethtown","EKX","Elizabethtown","United States"
,,,
"Elk City","ELK","Municipal","United States"
,,,
"Elkedra","EKD","Elkedra","Australia"
,,,
"Elkhart","EKI","Municipal","United States"
,,,
"Elkins","EKN","Elkins","United States"
,,,
"Elko","EKO","Elko","United States"
,,,
"City name","Airport Code",,"Country name"
,,,
"Ellamar","ELW","Ellamar","United States"
,,,
"Ellensburg","ELN","Bowers Field","United States"
,,,
"Elliot Lake","YEL","Elliot Lake","Canada"
,,,
"Ellisras","ELL","Ellisras","South Africa"
,,,
"Elorza","EOZ","Elorza","Venezuela"
,,,
"Elverum","XUC","Elverum Railway","Norway"
,,,
"Ely","LYU","Ely","United States"
,,,
"Ely","ELY","Yelland","United States"
,,,
"Emae","EAE","Emae","Vanuatu"
,,,
"Embessa","EMS","Embessa","Papua New Guinea"
,,,
"Emden","EME","Emden","Germany"
,,,
"Emerald","EMD","Emerald","Australia"
,,,
"Emeryville","JEM","Heliport","United States"
,,,
"Emirau","EMI","Emirau","Papua New Guinea"
,,,
"Emmen","EML","Emmen","Switzerland"
,,,
"Emmonak","EMK","Emmonak","United States"
,,,
"City name","Airport Code",,"Country name"
,,,
"Emo","EMO","Emo","Papua New Guinea"
,,,
"Empangeni","EMG","Empangeni","South Africa"
,,,
"Emporia","EMP","Emporia","United States"
,,,
"En Nahud","NUD","En Nahud","Sudan"
,,,
"Enarotali","EWI","Enarotali","Indonesia"
,,,
"Encarnacion","ENO","Teniente Prim Alarcon","Paraguay"
,,,
"Ende","ENE","Ende","Indonesia"
,,,
"Endicott","BGM","Endicott","United States"
,,,
"Eneabba West","ENB","Eneabba West","Australia"
,,,
"Enewetak Island","ENT","Enewetak Island","Marshall Islands"
,,,
"Engati","EGA","Engati","Papua New Guinea"
,,,
"Enid","WDG","Enid Woodring Mun.","United States"
,,,
"Enid","END","Vance AFB","United States"
,,,
"Eniseysk","EIE","Eniseysk","Russian Federation"
,,,
"Enkoping","XWQ","Enkoping","Sweden"
,,,
"Enniskillen","ENK","Enniskillen","United Kingdom"
,,,
"City name","Airport Code",,"Country name"
,,,
"Enontekio","ENF","Enontekio","Finland"
,,,
"Enschede","ENS","Twente","Netherlands"
,,,
"Ensenada","ESE","Ensenada","Mexico"
,,,
"Enshi","ENH","Enshi","China"
,,,
"Entebbe","EBB","Entebbe","Uganda"
,,,
"Enterprise","ETS","Municipal","United States"
,,,
"Enugu","ENU","Enugu","Nigeria"
,,,
"Epena","EPN","Epena","Congo"
,,,
"Ephrata","EPH","Ephrata","United States"
,,,
"Epi","EPI","Epi","Vanuatu"
,,,
"Epinal","EPL","Mirecourt","France"
,,,
"Episkopi","EPK","Episkopi","Cyprus"
,,,
"Erandique","EDQ","Erandique","Honduras"
,,,
"Erave","ERE","Erave","Papua New Guinea"
,,,
"Lefkosa","ECN","Ercan","Cyprus"
,,,
"Erdenet","ERT","Erdenet","Mongolia"
,,,
"City name","Airport Code",,"Country name"
,,,
"Erechim","ERM","Comandante Kraemer","Brazil"
,,,
"Erfurt","ERF","Erfurt","Germany"
,,,
"Erie","ERI","International","United States"
,,,
"Erigavo","ERA","Erigavo","Somalia"
,,,
"Erldunda","EDD","Erldunda","Australia"
,,,
"Ernabella","ERB","Ernabella","Australia"
,,,
"Errachidia","ERH","Errachidia","Morocco"
,,,
"Errol","ERR","Errol","United States"
,,,
"Erume","ERU","Erume","Papua New Guinea"
,,,
"Erzincan","ERC","Erzincan","Turkey"
,,,
"Erzurum","ERZ","Erzurum","Turkey"
,,,
"Esbjerg","EBJ","Esbjerg","Denmark"
,,,
"Escanaba","ESC","Delta County Arpt","United States"
,,,
"Eskilstuna","EKT","Eskilstuna","Sweden"
,,,
"Eskisehir","ESK","Eskisehir","Turkey"
,,,
"Eskisehir","AOE","Anadolu University","Turkey"
,,,
"City name","Airport Code",,"Country name"
,,,
"Esmeraldas","ESM","Esmeraldas","Ecuador"
,,,
"Espanola","ESO","Espanola","United States"
,,,
"Esperance","EPR","Esperance","Australia"
,,,
"Espinosa","ESI","Espinosa","Brazil"
,,,
"Espiritu Santo","SON","Pekoa","Vanuatu"
,,,
"Esquel","EQS","Esquel","Argentina"
,,,
"Esquimalt","YPF","Esquimalt","Canada"
,,,
"Essaouira","ESU","Essaouira","Morocco"
,,,
"Essen","ESS","Essen","Germany"
,,,
"Estevan","YEN","Estevan","Canada"
,,,
"Estevan Point","YEP","Estevan Point","Canada"
,,,
"Estherville","EST","Municipal","United States"
,,,
"Etadunna","ETD","Etadunna","Australia"
,,,
"Eua","EUA","Kaufana","Tonga"
,,,
"Eucla","EUC","Eucla","Australia"
,,,
"Eufaula","EUF","Weedon Field","United States"
,,,
"City name","Airport Code",,"Country name"
,,,
"Eugene","EUG","Eugene","United States"
,,,
"Eunice","UCE","Eunice","United States"
,,,
"Eureka","EKA","Murray Field","United States"
,,,
"Eureka","YEU","Eureka","Canada"
,,,
"Eureka","EUE","Eureka","United States"
,,,
"Eva Downs","EVD","Eva Downs","Australia"
,,,
"Evadale","EVA","Landing Strip","United States"
,,,
"Evans Head","EVH","Evans Head","Australia"
,,,
"Evanston","EVW","Evanston","United States"
,,,
"Evansville","EVV","Dress Regional","United States"
,,,
"Eveleth","EVM","Eveleth","United States"
,,,
"Everett","PAE","Snohomish County","United States"
,,,
"Evreux","EVX","Evreux","France"
,,,
"Evry","JEV","Heliport","France"
,,,
"Ewer","EWE","Ewer","Indonesia"
,,,
"Ewo","EWO","Ewo","Congo"
,,,
"City name","Airport Code",,"Country name"
,,,
"Excursion Inlet","EXI","SPB","United States"
,,,
"Exeter","EXT","Exeter","United Kingdom"
,,,
"Exmouth Gulf","EXM","Exmouth Gulf","Australia"
,,,
"Faaite","FAC","Faaite","French Polynesia"
,,,
"Fada Ngourma","FNG","Fada Ngourma","Burkina Faso"
,,,
"Fagernes","VDB","Valdres","Norway"
,,,
"Fagurholsmyri","FAG","Fagurholsmyri","Iceland"
,,,
"Fair Isle","FIE","Fair Isle","United Kingdom"
,,,
"Fairbanks","EIL","Eielson AFB","United States"
,,,
"Fairbanks","FBK","Ft Wainwright","United States"
,,,
"Fairbanks","FAI","International","United States"
,,,
"Fairbanks","MTX","Metro Field","United States"
,,,
"Fairbanks","PII","Phillips Field","United States"
,,,
"Fairbury","FBY","Municipal","United States"
,,,
"Fairfield","SUU","Travis AFB","United States"
,,,
"Fairfield","FFL","Municipal","United States"
,,,
"City name","Airport Code",,"Country name"
,,,
"Fairford","FFD","RAF Station","United Kingdom"
,,,
"Fairmont","FRM","Fairmont","United States"
,,,
"Fairmount Springs","YCZ","Fairmount Springs","Canada"
,,,
"Fairview","ZFW","Fairview","Canada"
,,,
"Faisalabad","LYP","Faisalabad","Pakistan"
,,,
"Faizabad","FBD","Faizabad","Afghanistan"
,,,
"Fajardo","FAJ","Fajardo","Puerto Rico"
,,,
"Fak Fak","FKQ","Fak Fak","Indonesia"
,,,
"Fakahina","FHZ","Fakahina","French Polynesia"
,,,
"Fakarava","FAV","Fakarava","French Polynesia"
,,,
"Fakenham","FKH","Sculthorp RAF","United Kingdom"
,,,
"Falher","YOE","Falher","Canada"
,,,
"Falkenberg","XYM","Falkenberg Rail","Sweden"
,,,
"Fallon","FLX","Municipal","United States"
,,,
"Fallon","NFL","NAS","United States"
,,,
"Falls Bay","FLJ","Falls Bay","United States"
,,,
"City name","Airport Code",,"Country name"
,,,
"Falls Creek","FLC","Falls Creek","Australia"
,,,
"Falmouth","FMH","Otis AFB","United States"
,,,
"False Island","FAK","False Island","United States"
,,,
"False Pass","KFP","False Pass","United States"
,,,
"Fane","FNE","Fane","Papua New Guinea"
,,,
"Fangatau","FGU","Fangatau","French Polynesia"
,,,
"Farafangana","RVA","Farafangana","Madagascar"
,,,
"Farah","FAH","Farah","Afghanistan"
,,,
"Faranah","FAA","Faranah","Guinea"
,,,
"Farewell","FWL","Farewell","United States"
,,,
"Fargo","FAR","Hector Field","United States"
,,,
"Faribault","FBL","Municipal","United States"
,,,
"Farmingdale","FRG","Republic Field","United States"
,,,
"Farmington","FAM","Regional","United States"
,,,
"Farmington","FMN","Municipal","United States"
,,,
"Farnborough","FAB","Farnborough","United Kingdom"
,,,
"City name","Airport Code",,"Country name"
,,,
"Faro","FAO","Faro","Portugal"
,,,
"Faro","ZYF","Faro TP","Portugal"
,,,
"Faro","ZFA","Faro","Canada"
,,,
"Faroe Islands","FAE","Vagar","Faroe Islands"
,,,
"Farsund","FAN","Lista","Norway"
,,,
"Fasa","FAZ","Fasa","Iran"
,,,
"Faskrudsfjordur","FAS","Faskrudsfjordur","Iceland"
,,,
"Faya","FYT","Faya","Chad"
,,,
"Fayetteville","FYV","Municipal (Drake Fld)","United States"
,,,
"Fayetteville","XNA","Northwest Arkansas Rgn","United States"
,,,
"Fayetteville","FAY","Municipal","United States"
,,,
"Fayetteville","POB","Pope AFB","United States"
,,,
"Fayetteville","FYM","Municipal","United States"
,,,
"Fderik","FGD","Fderik","Mauritania"
,,,
"Feijo","FEJ","Feijo","Brazil"
,,,
"Feira De Santana","FEC","Feira De Santana","Brazil"
,,,
"City name","Airport Code",,"Country name"
,,,
"Fera Island","FRE","Fera Island","Solomon Islands"
,,,
"Feramin","FRQ","Feramin","Papua New Guinea"
,,,
"Fergana","FEG","Fergana","Uzbekistan"
,,,
"Fergus Falls","FFM","Fergus Falls","United States"
,,,
"Fergusons Gulf","FER","Fergusons Gulf","Kenya"
,,,
"Ferkessedougou","FEK","Ferkessedougou","Cote D'Ivoire (Ivory Coast)"
,,,
"Fernando De Noronha","FEN","Fernando De Noronha","Brazil"
,,,
"Fetlar","FEA","Fetlar","United Kingdom"
,,,
"Fez","FEZ","Sais","Morocco"
,,,
"Fianarantsoa","WFI","Fianarantsoa","Madagascar"
,,,
"Ficksburg","FCB","Ficksburg Sentra Oes","South Africa"
,,,
"Fictitious Point","XCA","Fictitious Point",
,,,
"Fictitious Point/AA2","ZGZ","GermanRail Pass","Germany"
,,,
"Fictitious Point/AA3","QXL","ScotRail Network",
,,,
"Fictitious Point/AA4","QXM","ScotRail Pass",
,,,
"Fictitious Point/LH","QFP","Fictitious Point/LH","Germany"
,,,
"City name","Airport Code",,"Country name"
,,,
"Figari","FSC","Sud Corse","France"
,,,
"Filadelfia","FLM","Filadelfia","Paraguay"
,,,
"Fillmore","FIL","Municipal","United States"
,,,
"Filton","FZO","Filton","United Kingdom"
,,,
"Fin Creek","FNK","Fin Creek","United States"
,,,
"Fincha","FNH","Fincha","Ethiopia"
,,,
"Findlay","FDY","Findlay","United States"
,,,
"Finke","FIK","Finke","Australia"
,,,
"Hamburg","XFW","Finkenwerder","Germany"
,,,
"Finley","FLY","Finley","Australia"
,,,
"Finschhafen","FIN","Finschhafen","Papua New Guinea"
,,,
"Fire Cove","FIC","Fire Cove","United States"
,,,
"Fishers Island","FID","Elizabeth Field","United States"
,,,
"Fitiuta","FTI","Fitiuta","American Samoa"
,,,
"Fitzroy Crossing","FIZ","Fitzroy Crossing","Australia"
,,,
"Fiumicino","ZRR","Harbour","Canada"
,,,
"City name","Airport Code",,"Country name"
,,,
"Five Finger","FIV","Five Finger","United States"
,,,
"Five Mile","FMC","Five Mile","United States"
,,,
"Flamingo","FMG","Flamingo","Costa Rica"
,,,
"Flat","FLT","Flat","United States"
,,,
"Flateyri","FLI","Flateyri","Iceland"
,,,
"Flaxman Island","FXM","Flaxman Island","United States"
,,,
"Flen","XYI","Flen","Sweden"
,,,
"Flensburg","FLF","Schaferhaus","Germany"
,,,
"Flin Flon","YFO","Flin Flon","Canada"
,,,
"Flinders Island","FLS","Flinders Island","Australia"
,,,
"Flint","FNT","Bishop","United States"
,,,
"Flippin","FLP","Flippin","United States"
,,,
"Flora Valley","FVL","Flora Valey","Australia"
,,,
"Pisa","PSA","Galileo Galilei","Italy"
,,,
"Florence","FLR","Florence Peretola","Italy"
,,,
"Florence","ZMS","S.M. Novella Rail.Svc","Italy"
,,,
"City name","Airport Code",,"Country name"
,,,
"Florence","FLO","Florence","United States"
,,,
"Florencia","FLA","Capitolio","Colombia"
,,,
"Flores","FRS","Santa Elena","Guatemala"
,,,
"Flores Island","FLW","Santa Cruz","Portugal"
,,,
"Floriano","FLB","Cangapara","Brazil"
,,,
"Florianopolis","FLN","Hercilio Luz","Brazil"
,,,
"Floro","FRO","Flora","Norway"
,,,
"Flotta","FLH","Flotta","United Kingdom"
,,,
"Foggia","FOG","Gino Lisa","Italy"
,,,
"Foley","NHX","Barin Olf Osn","United States"
,,,
"Fond Du Lac","ZFD","Fond Du Lac","Canada"
,,,
"Fond Du Lac","FLD","Fond Du Lac","United States"
,,,
"Fontanges","YFG","Fontanges","Canada"
,,,
"Forbes","FRB","Forbes","Australia"
,,,
"Forde","FDE","Bringeland","Norway"
,,,
"Forest City","FXY","Municipal","United States"
,,,
"City name","Airport Code",,"Country name"
,,,
"Forest Park","FOP","Morris AAF","United States"
,,,
"Forestville","YFE","Forestville","Canada"
,,,
"Forli","FRL","Luigi Ridolfi","Italy"
,,,
"Formosa","FMA","El Pucu","Argentina"
,,,
"Forres","FSS","Kinloss","United Kingdom"
,,,
"Forrest","FOS","Forrest","Australia"
,,,
"Forrest City","FCY","Municipal","United States"
,,,
"Forrest River","FVR","Forrest River Airport","Australia"
,,,
"Forster","FOT","Forster","Australia"
,,,
"Fort Albany","YFA","Fort Albany","Canada"
,,,
"Fort Belvoir","DAA","Davison AAF","United States"
,,,
"Fort Bragg","FOB","Fort Bragg","United States"
,,,
"Fort Bragg","FBG","Simmons AAF","United States"
,,,
"Fort Bridger","FBR","Fort Bridger","United States"
,,,
"Fort Chaffee","CCA","Chaffee AFB","United States"
,,,
"Fort Chipewyan","YPY","Fort Chipewyan","Canada"
,,,
"City name","Airport Code",,"Country name"
,,,
"Fort Collins/Loveland","QWF","Fort Collins Bus Servi","United States"
,,,
"Fort Collins/Loveland","FNL","Municipal Airport","United States"
,,,
"Fort Dauphin","FTU","Marillac","Madagascar"
,,,
"Fort De France","FDF","Lamentin","Martinique"
,,,
"Fort Devens","AYE","AAF Heliport","United States"
,,,
"Fort Dix","WRI","Mc Guire AFB","United States"
,,,
"Fort Dodge","FOD","Fort Dodge","United States"
,,,
"Fort Eustis","FAF","Felker AAF","United States"
,,,
"Fort Frances","YAG","Municipal","Canada"
,,,
"Fort Good Hope","YGH","Fort Good Hope","Canada"
,,,
"Fort Hope","YFH","Fort Hope","Canada"
,,,
"Fort Indiantown","MUI","Muir AAF","United States"
,,,
"Fort Irwin","BYS","Bicycle Lake AAF","United States"
,,,
"Fort Jefferson","RBN","Fort Jefferson","United States"
,,,
"Fort Knox","FTK","Godman AAF","United States"
,,,
"Fort Kobbe","HOW","Howard Afb","Panama"
,,,
"City name","Airport Code",,"Country name"
,,,
"Fort Lauderdale","FXE","Executive","United States"
,,,
"Fort Lauderdale","FLL","International","United States"
,,,
"Fort Leavenworth","FLV","Sherman AAF","United States"
,,,
"Fort Leonard Wood","TBN","Forney AAF","United States"
,,,
"Fort Liard","YJF","Fort Liard","Canada"
,,,
"Fort Madison","FMS","Municipal","United States"
,,,
"Fort Mcmurray","YMM","Fort Mcmurray","Canada"
,,,
"Fort Mcpherson","ZFM","Fort Mcpherson","Canada"
,,,
"Fort Meade","FME","Tipton AAF","United States"
,,,
"Fort Myers","FMY","Page Field","United States"
,,,
"Fort Myers","RSW","Southwest Florida Reg","United States"
,,,
"Fort Nelson","YYE","Fort Nelson","Canada"
,,,
"Fort Pierce","FPR","St Lucie County","United States"
,,,
"Fort Polk","POE","Polk AAF","United States"
,,,
"Fort Reliance","YFL","Fort Reliance","Canada"
,,,
"Fort Resolution","YFR","Fort Resolution","Canada"
,,,
"City name","Airport Code",,"Country name"
,,,
"Fort Richardson","FRN","Bryant AAF","United States"
,,,
"Fort Riley","FRI","Marshall AAF","United States"
,,,
"Fort Scott","FSK","Municipal","United States"
,,,
"Fort Severn","YER","Fort Severn","Canada"
,,,
"Fort Sheridan","FSN","Haley AAF","United States"
,,,
"Fort Sill","FSI","Henry Post AAF","United States"
,,,
"Fort Simpson","YFS","Fort Simpson","Canada"
,,,
"Fort Smith","FSM","Municipal","United States"
,,,
"Fort Smith","YSM","Fort Smith","Canada"
,,,
"Fort St John","YXJ","Fort St John","Canada"
,,,
"Fort Stockton","FST","Pecos County","United States"
,,,
"Fort Sumner","FSU","Fort Sumner","United States"
,,,
"Fort Wayne","FWA","Municipal/Baer Field","United States"
,,,
"Fort Wayne","SMD","Smith Field","United States"
,,,
"Fort William","FWM","Heliport","United Kingdom"
,,,
"Fort Worth","FWH","Carswell AFB","United States"
,,,
"City name","Airport Code",,"Country name"
,,,
"Fort Worth","AFW","Fort Worth Alliance","United States"
,,,
"Fort Worth","FTW","Meacham Field","United States"
,,,
"Fort Yukon","FYU","Fort Yukon","United States"
,,,
"Fortaleza","FOR","Pinto Martins","Brazil"
,,,
"Fortuna","FON","Fortuna","Costa Rica"
,,,
"Fortuna Ledge","FTL","Fortuna Ledge","United States"
,,,
"Foshan","ZCP","Foshan Ferry","China"
,,,
"Fossil Downs","FSL","Fossil Downs","Australia"
,,,
"Fougamou","FOU","Fougamou","Gabon"
,,,
"Foula","FOA","Foula","United Kingdom"
,,,
"Foumban","FOM","Foumban","Cameroon"
,,,
"Fox","FOX","Fox","United States"
,,,
"Fox Glacier","FGL","Fox Glacier","New Zealand (Aotearoa)"
,,,
"Fox Harbour (St Lewis)","YFX","Fox Harbour (St Lewis)","Canada"
,,,
"Foya","FOY","Foya","Liberia"
,,,
"Franca","FRC","Franca","Brazil"
,,,
"City name","Airport Code",,"Country name"
,,,
"Franceville","MVB","Franceville/Mvengue","Gabon"
,,,
"Francisco Beltrao","FBE","Francisco Beltrao","Brazil"
,,,
"Francistown","FRW","Francistown","Botswana"
,,,
"Frankfort","FFT","Capital City","United States"
,,,
"Hahn","HHN","Hahn","Germany"
,,,
"Frankfurt","FRA","Frankfurt International Airport (Rhein-Main)","Germany"
,,,
"Frankfurt","QGV","Neu Isenburg","Germany"
,,,
"Frankfurt","FRF","Rhein-Main AFB","Germany"
,,,
"Frankfurt/Oder","ZFR","Frankfurt/Oder Railway","Germany"
,,,
"Franklin","FKL","Chess-Lambertin","United States"
,,,
"Franklin","FKN","Municipal","United States"
,,,
"Franz Josef","WHO","Franz Josef","New Zealand (Aotearoa)"
,,,
"Frederick","FDK","Municipal","United States"
,,,
"Frederick","FDR","Municipal","United States"
,,,
"Fredericton","YFC","Fredericton","Canada"
,,,
"Fredrikstad","XKF","Fredrikstad Rail Stn.","Norway"
,,,
"City name","Airport Code",,"Country name"
,,,
"Freeport","FEP","Albertus","United States"
,,,
"Freetown","HGS","Hastings","Sierra Leone"
,,,
"Freetown","FNA","Lungi International","Sierra Leone"
,,,
"Freetown","JMY","Mammy Yoko Heliport","Sierra Leone"
,,,
"Fregate Is","FRK","Fregate Is","Seychelles"
,,,
"Freida River","FAQ","Freida River","Papua New Guinea"
,,,
"Frejus","FRJ","Frejus","France"
,,,
"Fremantle","JFM","Heliport","Australia"
,,,
"Fremont","FET","Municipal","United States"
,,,
"French Lick","FRH","Municipal","United States"
,,,
"Frenchville","WFK","Frenchville","United States"
,,,
"Fresh Water Bay","FRP","Fresh Water Bay","United States"
,,,
"Fresno","FAT","Airterminal","United States"
,,,
"Fresno","FCH","Fresno-Chandler","United States"
,,,
"Fria","FIG","Fria","Guinea"
,,,
"Friday Harbor","FRD","Friday Harbor","United States"
,,,
"City name","Airport Code",,"Country name"
,,,
"Friday Harbor SPB","FBS","Friday Harbor SPB","United States"
,,,
"Friedrichshafen","FDH","Friedrichshafen","Germany"
,,,
"Fritzlar","FRZ","Fritzlar Airbase","Germany"
,,,
"Fort Myers, Florida","FRR","Fort Meyers","United States"
,,,
"Frutillar","FRT","Frutillar","Chile"
,,,
"Fryeburg","FRY","Fryeburg","United States"
,,,
"Fuengirola","FGR","Fuengirola","Spain"
,,,
"Fuerstenfeldbruck","FEL","Fuerstenfeldbruck","Germany"
,,,
"Fuerte Olimpo","OLK","Fuerte Olimpo","Paraguay"
,,,
"Fukue","FUJ","Fukue","Japan"
,,,
"Fukui","FKJ","Fukui","Japan"
,,,
"Fukuoka","FUK","Fukuoka","Japan"
,,,
"Fukushima","FKS","Fukushima Airport","Japan"
,,,
"Fulleborn","FUB","Fulleborn","Papua New Guinea"
,,,
"Fullerton","FUL","Municipal","United States"
,,,
"Fuma","FUM","Fuma","Papua New Guinea"
,,,
"City name","Airport Code",,"Country name"
,,,
"Funafuti Atol","FUN","International","Tuvalu"
,,,
"Funter Bay","FNR","SPB","United States"
,,,
"Fuoshan","FUO","Fuoshan","China"
,,,
"Futaleufu","FFU","Futaleufu","Chile"
,,,
"Futuna Island","FTA","Futuna Airport","Vanuatu"
,,,
"Futuna Island","FUT","Futuna Island","Wallis and Futuna Islands"
,,,
"Fuyang","FUG","Fuyang","China"
,,,
"Fuyun","FYN","Fuyun","China"
,,,
"Fuzhou","FOC","Fuzhou","China"
,,,
"Gabbs","GAB","Gabbs","United States"
,,,
"Gabes","GAE","Gabes","Tunisia"
,,,
"Gaborone","GBE","Sir Seretse Khama Int","Botswana"
,,,
"Gachsaran","GCH","Gachsaran","Iran"
,,,
"Gadsden","GAD","Municipal","United States"
,,,
"Gafsa","GAF","Gafsa","Tunisia"
,,,
"Gag Island","GAV","Gag Island","Indonesia"
,,,
"City name","Airport Code",,"Country name"
,,,
"Gage","GAG","Gage","United States"
,,,
"Gagetown","YCX","Gagetown","Canada"
,,,
"Gagnoa","GGN","Gagnoa","Cote D'Ivoire (Ivory Coast)"
,,,
"Gagnon","YGA","Gagnon","Canada"
,,,
"Gainesville","GNV","Gainesville Regional","United States"
,,,
"Gainesville","GVL","Lee Gilmer Memorial","United States"
,,,
"Gainesville","GLE","Municipal","United States"
,,,
"Gaithersburg","GAI","Montgomery County","United States"
,,,
"Gakona","GAK","Gakona","United States"
,,,
"Gal Oya","GOY","Amparai","Sri Lanka"
,,,
"Galapagos Is","GPS","Baltra","Ecuador"
,,,
"Galbraith Lake","GBH","Galbraith Lake","United States"
,,,
"Galcaio","GLK","Galcaio","Somalia"
,,,
"Galela","GLX","Galela","Indonesia"
,,,
"Galena","GAL","Galena","United States"
,,,
"Galesburg","GBG","Galesburg","United States"
,,,
"City name","Airport Code",,"Country name"
,,,
"Galion","GQQ","Galion","United States"
,,,
"Gallivare","GEV","Gallivare","Sweden"
,,,
"Gallup","GUP","Senator Clark","United States"
,,,
"Galveston","GLS","Scholes Field","United States"
,,,
"Galway","GWY","Carnmore","Ireland"
,,,
"Gamarra","GRA","Gamarra","Colombia"
,,,
"Gamba","GAX","Gamba","Gabon"
,,,
"Gambela","GMB","Gambela","Ethiopia"
,,,
"Gambell","GAM","Gambell","United States"
,,,
"Gambier Is","GMR","Gambier Is","French Polynesia"
,,,
"Gamboma","GMM","Gamboma","Congo"
,,,
"Gamboola","GBP","Gamboola","Australia"
,,,
"Gan Island","GAN","Gan Airport","Maldives"
,,,
"Gandajika","GDJ","Gandajika","Zaire"
,,,
"Gander","YQX","Gander International","Canada"
,,,
"Ganes Creek","GEK","Ganes Creek","United States"
,,,
"City name","Airport Code",,"Country name"
,,,
"Gangaw","GAW","Gangaw","Myanmar"
,,,
"Ganges Harbor","YGG","Ganges Harbor","Canada"
,,,
"Gangneung","KAG","Gangneung","Korea (South)"
,,,
"Ganzhou","KOW","Ganzhou","China"
,,,
"Gao","GAQ","Gao","Mali"
,,,
"Gaoua","XGA","Gaoua","Burkina Faso"
,,,
"Gap","GAT","Tallard","France"
,,,
"Gara Djebilet","GBB","Gara Djebilet","Algeria"
,,,
"Garachine","GHE","Garachine","Panama"
,,,
"Garaina","GAR","Garaina","Papua New Guinea"
,,,
"Garasa","GRL","Garasa","Papua New Guinea"
,,,
"Garbaharey","GBM","Garbaharey","Somalia"
,,,
"Garden City","GCK","Municipal Airport","United States"
,,,
"Garden City","JHC","Island Heliport","United States"
,,,
"Garden Point","GPN","Garden Point","Australia"
,,,
"Gardez","GRG","Gardez","Afghanistan"
,,,
"City name","Airport Code",,"Country name"
,,,
"Gardner","GDM","Municipal","United States"
,,,
"Gardo","GSR","Gardo","Somalia"
,,,
"Garissa","GAS","Garissa","Kenya"
,,,
"Garoe","GGR","Garoe","Somalia"
,,,
"Garoua","GOU","Garoua","Cameroon"
,,,
"Garuahi","GRH","Garuahi","Papua New Guinea"
,,,
"Gascoyne Junction","GSC","Gascoyne Junction","Australia"
,,,
"Gasmata Island","GMI","Gasmata Island","Papua New Guinea"
,,,
"Buraidah","ELQ","Gassim Regional Airport","Saudi Arabia"
,,,
"Gasuke","GBC","Gasuke","Papua New Guinea"
,,,
"Gatlinburg","GKT","Gatlinburg","United States"
,,,
"Gatokae","GTA","Gatokae Aerodrom","Solomon Islands"
,,,
"Gaua","ZGU","Gaua","Vanuatu"
,,,
"Gavle","GVX","Sandviken","Sweden"
,,,
"Gawahati","GAU","Borjhar","India"
,,,
"Gaya","GAY","Gaya","India"
,,,
"City name","Airport Code",,"Country name"
,,,
"Gaylord","GLR","Otsego County","United States"
,,,
"Gayndah","GAH","Gayndah","Australia"
,,,
"Gaziantep","GZT","Gaziantep","Turkey"
,,,
"Gbadolite","BDT","Kisangani","Zaire"
,,,
"Gbangbatok","GBK","Gbangbatok","Sierra Leone"
,,,
"Gdansk","GDN","Rebiechowo","Poland"
,,,
"Gebe","GEB","Gebe","Indonesia"
,,,
"Gecitkale","GEC","Gecitkale","Cyprus"
,,,
"Gedaref","GSU","Gedaref","Sudan"
,,,
"Geelong","GEX","Geelong","Australia"
,,,
"Geilenkirchen","GKE","Geilenkirchen","Germany"
,,,
"Geilo","DLD","Dagali Airport","Norway"
,,,
